frame,eye_position1_up_x,eye_position1_up_y,eye_position1_down_x,eye_position1_down_y,eye_position2_up_x,eye_position2_up_y,eye_position2_down_x,eye_position2_down_y,gaze_project_x,gaze_project_y,eye_center_position1_x,eye_center_position1_y,eye_center_position2_x,eye_center_position2_y
Anson_5_2.mp4 1,341,141,391,191,410,142,455,187,-39,39,-1.5,-1.5,-1.5,-0.5
Anson_5_2.mp4 2,399,139,445,185,333,142,380,189,-39,39,-0.5,-0.5,-1.0,-1.0
Anson_5_2.mp4 3,373,208,424,259,341,141,388,188,-39,39,-1.5,-0.5,-1.5,-0.5
Anson_5_2.mp4 4,371,206,424,259,342,139,392,189,-39,39,-1.0,-1.0,-1.5,-1.5
Anson_5_2.mp4 5,372,204,422,254,340,136,386,182,-39,39,-1.5,-0.5,-1.0,-1.0
Anson_5_2.mp4 6,368,199,419,250,403,131,449,177,-39,39,-1.0,-1.0,-0.5,-1.5
Anson_5_2.mp4 7,364,201,418,255,398,132,445,179,-39,39,-0.5,-0.5,-1.0,-1.0
Anson_5_2.mp4 8,395,134,442,181,330,136,376,182,-39,39,-1.0,-1.0,-0.5,-0.5
Anson_5_2.mp4 9,359,202,411,254,392,130,444,182,-39,39,-1.0,-1.0,-0.5,-1.5
Anson_5_2.mp4 10,394,133,441,180,330,136,377,183,-39,39,-1.0,-1.0,-0.5,-0.5
Anson_5_3.mp4 0,378,135,424,181,315,138,361,184,-66,34,-1.0,-1.0,-0.5,-0.5
Anson_5_3.mp4 1,321,138,368,185,370,121,436,187,-66,34,-1.0,-1.0,-1.5,-0.5
Anson_5_3.mp4 2,383,132,432,181,324,138,368,182,-66,34,-1.0,-1.0,-1.0,-1.0
Anson_5_3.mp4 3,388,132,435,179,325,135,371,181,-66,34,-0.5,-0.5,-1.0,-1.0
Anson_5_3.mp4 4,392,129,439,176,330,132,375,177,-66,34,-1.0,-1.0,-0.5,-1.5
Anson_5_3.mp4 5,383,127,431,175,323,131,368,176,-66,34,-0.5,-0.5,-1.0,-1.0
Anson_5_3.mp4 6,391,130,439,178,328,132,375,179,-66,34,-0.5,-0.5,-0.5,-0.5
Anson_5_3.mp4 7,378,125,438,185,324,135,372,183,-66,34,-1.0,-1.0,-1.0,-1.0
Anson_5_3.mp4 8,322,133,367,178,384,131,432,179,-66,34,-0.5,-0.5,-1.0,-1.0
Anson_5_3.mp4 9,280,211,341,272,384,133,431,180,-66,34,-1.0,-1.0,-1.0,-1.0
Anson_5_4.mp4 0,322,140,366,184,381,145,426,190,-99,29,-0.5,-0.5,-0.5,-0.5
Anson_5_4.mp4 1,327,140,369,182,385,144,430,189,-99,29,-0.5,-1.5,-1.0,-1.0
Anson_5_4.mp4 2,322,141,366,185,359,133,424,198,-99,29,-1.0,-1.0,-0.5,-1.5
Anson_5_4.mp4 3,324,143,364,183,380,143,428,191,-99,29,-0.5,-0.5,-1.0,-1.0
Anson_5_4.mp4 4,380,155,429,204,321,156,362,197,-99,29,-1.0,-1.0,-0.5,-0.5
Anson_5_4.mp4 5,385,155,429,199,324,151,365,192,-99,29,-0.5,-0.5,-0.5,-0.5
Anson_5_4.mp4 6,383,150,430,197,324,149,366,191,-99,29,-0.5,-0.5,-1.0,-1.0
Anson_5_4.mp4 7,319,147,359,187,373,148,420,195,-99,29,-1.0,-1.0,-0.5,-0.5
Anson_5_4.mp4 8,317,148,357,188,370,147,419,196,-99,29,-1.0,-1.0,-0.5,-0.5
Anson_5_4.mp4 9,369,148,416,195,314,147,355,188,-99,29,-1.0,-1.0,-1.0,-1.0
Anson_5_5.mp4 0,338,148,381,191,296,146,331,181,-74,-4,-1.0,-1.0,-1.0,-1.0
Anson_5_5.mp4 1,310,145,344,179,357,148,399,190,-74,-4,-1.0,-1.0,-0.5,-0.5
Anson_5_5.mp4 2,305,145,338,178,350,147,393,190,-74,-4,-1.0,-1.0,-1.0,-1.0
Anson_5_5.mp4 3,305,143,342,180,351,146,395,190,-74,-4,-0.5,-0.5,-1.0,-1.0
Anson_5_5.mp4 4,309,141,345,177,355,144,399,188,-74,-4,-1.0,-1.0,-0.5,-0.5
Anson_5_5.mp4 5,309,140,342,173,354,141,399,186,-74,-4,-1.0,-1.0,-0.5,-0.5
Anson_5_5.mp4 6,307,141,340,174,350,140,397,187,-74,-4,-0.5,-0.5,-0.5,-0.5
Anson_5_5.mp4 7,305,141,338,174,347,140,394,187,-74,-4,-0.5,-0.5,-1.0,-1.0
Anson_5_5.mp4 8,305,139,342,176,350,143,393,186,-74,-4,-1.0,-1.0,-1.0,-1.0
Anson_5_5.mp4 9,306,143,337,174,348,142,393,187,-74,-4,-1.0,-1.0,-1.0,-1.0
Anson_5_6.mp4 0,301,152,330,181,334,151,378,195,-85,-5,-0.5,-0.5,-1.0,-1.0
Anson_5_6.mp4 1,302,151,331,180,334,150,379,195,-85,-5,0,0,0,0
Anson_5_6.mp4 2,300,151,327,178,332,148,378,194,-85,-5,-1.5,-0.5,-1.5,-0.5
Anson_5_6.mp4 3,300,150,331,181,335,149,380,194,-85,-5,-0.5,-0.5,-0.5,-0.5
Anson_5_6.mp4 4,303,148,335,180,338,149,382,193,-85,-5,-1.0,-1.0,-1.5,-0.5
Anson_5_6.mp4 5,303,147,336,180,336,147,382,193,-85,-5,0,0,0,0
Anson_5_6.mp4 7,301,146,330,175,337,148,378,189,-85,-5,-0.5,-0.5,-1.0,-1.0
Anson_5_6.mp4 8,301,147,329,175,332,146,377,191,-85,-5,-1.5,-0.5,-1.0,-1.0
Anson_5_6.mp4 9,298,147,330,179,329,147,374,192,-85,-5,-1.0,-1.0,-1.0,-1.0
Anson_5_7.mp4 0,473,161,513,201,414,150,459,195,40,46,-0.5,-0.5,-1.0,-1.0
Anson_5_7.mp4 1,473,162,512,201,409,149,458,198,40,46,-1.0,-1.0,-1.0,-1.0
Anson_5_7.mp4 2,474,161,514,201,412,150,460,198,40,46,-1.0,-1.0,-1.5,-0.5
Anson_5_7.mp4 3,474,159,512,197,428,106,448,126,40,46,-1.0,-1.0,-0.5,-1.5
Anson_5_7.mp4 4,467,155,507,195,405,148,452,195,40,46,-0.5,-0.5,-1.0,-1.0
Anson_5_7.mp4 5,418,219,468,269,387,148,434,195,40,46,-1.5,-1.5,-1.0,-1.0
Anson_5_7.mp4 6,450,153,493,196,414,216,470,272,40,46,-1.0,-1.0,-1.0,-1.0
Anson_5_7.mp4 7,403,215,459,271,375,152,422,199,40,46,-1.0,-1.0,-1.0,-1.0
Anson_5_7.mp4 8,440,153,485,198,373,151,423,201,40,46,-1.0,-1.0,-1.0,-1.0
Anson_5_7.mp4 9,439,155,486,202,373,156,422,205,40,46,-0.5,-0.5,-1.5,-1.5
Anson_5_8.mp4 0,420,160,467,207,352,160,400,208,-52,49,-1.0,-1.0,-1.0,-1.0
Anson_5_8.mp4 1,416,160,463,207,349,161,396,208,-52,49,-1.5,-1.5,-1.0,-1.0
Anson_5_8.mp4 2,412,159,458,205,345,160,392,207,-52,49,-1.0,-1.0,-1.0,-1.0
Anson_5_8.mp4 3,425,152,472,199,359,153,405,199,-52,49,-0.5,-1.5,-1.0,-1.0
Anson_5_8.mp4 4,394,224,442,272,409,134,477,202,-52,49,-0.5,-0.5,-1.0,-1.0
Anson_5_8.mp4 5,386,218,437,269,352,149,399,196,-52,49,-1.5,-1.5,-1.0,-1.0
Anson_5_8.mp4 6,378,214,428,264,347,146,393,192,-52,49,-0.5,-1.5,-1.0,-1.0
Anson_5_8.mp4 7,367,217,416,266,400,148,447,195,-52,49,-1.5,-1.5,-1.0,-1.0
Anson_5_8.mp4 8,397,150,446,199,333,153,379,199,-52,49,-1.5,-1.5,-0.5,-1.5
Anson_5_8.mp4 9,330,159,378,207,396,160,442,206,-52,49,-0.5,-0.5,-1.0,-1.0
Anson_5_9.mp4 0,383,156,431,204,321,158,366,203,-81,44,-1.0,-1.0,-0.5,-1.5
Anson_5_9.mp4 1,320,158,363,201,381,155,430,204,-81,44,-1.0,-1.0,-0.5,-1.5
Anson_5_9.mp4 2,385,156,432,203,322,157,366,201,-81,44,-1.0,-1.0,-1.0,-1.0
Anson_5_9.mp4 3,392,158,438,204,328,157,374,203,-81,44,-1.0,-1.0,-1.5,-1.5
Anson_5_9.mp4 4,389,158,435,204,325,157,369,201,-81,44,-1.0,-1.0,-0.5,-1.5
Anson_5_9.mp4 5,324,156,368,200,386,155,432,201,-81,44,-0.5,-0.5,-0.5,-0.5
Anson_5_9.mp4 6,386,154,433,201,324,155,368,199,-81,44,-1.0,-1.0,-0.5,-0.5
Anson_5_9.mp4 7,375,155,421,201,315,156,358,199,-81,44,-1.5,-1.5,-1.0,-1.0
Anson_5_9.mp4 8,374,156,419,201,315,157,358,200,-81,44,-0.5,-1.5,-0.5,-0.5
Anson_5_9.mp4 9,376,160,420,204,315,160,358,203,-81,44,-0.5,-1.5,-1.0,-1.0
Jacky_5_1.mp4 0,374,191,436,253,416,128,448,160,80,25,-1.0,-1.0,-1.0,-1.0
Jacky_5_1.mp4 1,418,126,452,160,350,133,382,165,80,25,-1.0,-1.0,-1.0,-1.0
Jacky_5_1.mp4 2,376,187,443,254,423,128,452,157,80,25,-0.5,-1.5,-1.0,-1.0
Jacky_5_1.mp4 3,379,186,444,251,353,135,381,163,80,25,-0.5,-1.5,-1.0,-1.0
Jacky_5_1.mp4 4,419,125,451,157,350,129,383,162,80,25,-1.0,-1.0,-1.5,-0.5
Jacky_5_1.mp4 5,378,187,437,246,348,129,381,162,80,25,-1.0,-1.0,-1.0,-1.0
Jacky_5_1.mp4 6,374,186,435,247,409,119,451,161,80,25,-1.5,-1.5,-0.5,-1.5
Jacky_5_1.mp4 7,371,183,437,249,417,129,442,154,80,25,0,0,0,0
Jacky_5_1.mp4 8,371,187,436,252,416,127,445,156,80,25,-1.5,-1.5,-1.5,-1.5
Jacky_5_1.mp4 10,0,0,0,0,0,0,0,0,80,25,0,0,0,0
Jacky_5_10.mp4 0,313,147,338,172,366,136,410,180,-115,12,-0.5,-0.5,-0.5,-0.5
Jacky_5_10.mp4 1,313,145,341,173,372,148,404,180,-115,12,-0.5,-0.5,-0.5,-0.5
Jacky_5_10.mp4 2,306,46,372,112,314,143,343,172,-115,12,-1.0,-1.0,-1.0,-1.0
Jacky_5_10.mp4 3,314,140,343,169,376,146,401,171,-115,12,-1.0,-1.0,-1.0,-1.0
Jacky_5_10.mp4 4,314,141,340,167,373,146,399,172,-115,12,-0.5,-0.5,-1.0,-1.0
Jacky_5_10.mp4 5,312,140,341,169,373,145,400,172,-115,12,-1.0,-1.0,-1.0,-1.0
Jacky_5_10.mp4 6,314,144,337,167,372,143,402,173,-115,12,-0.5,-0.5,-1.0,-1.0
Jacky_5_10.mp4 7,312,142,337,167,373,148,398,173,-115,12,-1.0,-1.0,-0.5,-0.5
Jacky_5_10.mp4 8,313,143,339,169,373,148,398,173,-115,12,-0.5,-0.5,-0.5,-0.5
Jacky_5_10.mp4 9,310,50,369,109,314,144,336,166,-115,12,-0.5,-0.5,-0.5,-0.5
Jacky_5_11.mp4 0,310,142,332,164,361,147,386,172,-121,0,-0.5,-0.5,-1.0,-1.0
Jacky_5_11.mp4 1,302,22,400,120,309,142,330,163,-121,0,-0.5,-0.5,-0.5,-0.5
Jacky_5_11.mp4 2,304,20,401,117,309,141,333,165,-121,0,-0.5,-0.5,-1.0,-1.0
Jacky_5_11.mp4 3,309,140,332,163,290,140,312,162,-121,0,-0.5,-0.5,-1.0,-1.0
Jacky_5_11.mp4 4,309,141,330,162,359,145,386,172,-121,0,0,0,0,0
Jacky_5_11.mp4 5,309,139,332,162,357,142,387,172,-121,0,-0.5,-0.5,-1.0,-1.0
Jacky_5_11.mp4 6,304,47,366,109,308,139,331,162,-121,0,-1.0,-1.0,-1.5,-0.5
Jacky_5_11.mp4 7,305,46,369,110,310,140,332,162,-121,0,-1.0,-1.0,-1.5,-0.5
Jacky_5_11.mp4 8,303,30,388,115,308,140,330,162,-121,0,-1.0,-1.0,-1.0,-1.0
Jacky_5_11.mp4 9,289,139,312,162,308,142,330,164,-121,0,-1.5,-0.5,-1.0,-1.0
Jacky_5_12.mp4 1,348,146,377,175,266,128,331,193,-121,0,-1.0,-1.0,-1.0,-1.0
Jacky_5_12.mp4 3,304,143,326,165,350,147,374,171,-121,0,-1.0,-1.0,-1.0,-1.0
Jacky_5_12.mp4 4,304,43,376,115,303,142,325,164,-121,0,-0.5,-0.5,-0.5,-0.5
Jacky_5_12.mp4 5,300,35,383,118,305,140,327,162,-121,0,-1.0,-1.0,-1.0,-1.0
Jacky_5_12.mp4 6,305,45,368,108,304,140,325,161,-121,0,0,0,0,0
Jacky_5_12.mp4 7,350,144,376,170,265,123,329,187,-121,0,0,0,0,0
Jacky_5_12.mp4 10,0,0,0,0,0,0,0,0,-121,0,0,0,0,0
Jacky_5_13.mp4 4,394,201,428,235,442,149,477,184,-12,45,-1.5,-1.5,-1.5,-0.5
Jacky_5_13.mp4 5,394,205,422,233,367,150,409,192,-12,45,-1.5,-1.5,-1.0,-1.0
Jacky_5_13.mp4 10,314,169,336,191,345,155,383,193,-12,45,-0.5,-0.5,-1.5,-1.5
Jacky_5_14.mp4 4,618,451,702,535,338,155,378,195,-41,46,-1.5,-1.5,-0.5,-0.5
Jacky_5_15.mp4 3,393,162,416,185,319,152,358,191,-92,36,-1.0,-1.0,-1.0,-1.0
Jacky_5_15.mp4 5,323,154,355,186,388,148,428,188,-92,36,-0.5,-0.5,-1.0,-1.0
Jacky_5_15.mp4 6,319,152,355,188,286,150,328,192,-92,36,-1.5,-1.5,-1.5,-0.5
Jacky_5_15.mp4 7,320,156,349,185,383,150,422,189,-92,36,-0.5,-1.5,-1.0,-1.0
Jacky_5_15.mp4 8,320,156,348,184,313,148,357,192,-92,36,-1.0,-1.0,-1.0,-1.0
Jacky_5_15.mp4 10,0,0,0,0,0,0,0,0,-92,36,0,0,0,0
Jacky_5_16.mp4 0,313,154,342,183,368,148,414,194,-113,28,0,0,0,0
Jacky_5_16.mp4 1,316,157,342,183,373,151,415,193,-113,28,-1.0,-1.0,-1.5,-0.5
Jacky_5_16.mp4 3,315,152,344,181,373,149,415,191,-113,28,-1.0,-1.0,-0.5,-0.5
Jacky_5_16.mp4 4,304,48,378,122,315,152,343,180,-113,28,-0.5,-0.5,-0.5,-0.5
Jacky_5_16.mp4 5,307,53,373,119,315,152,343,180,-113,28,-1.0,-1.0,-0.5,-0.5
Jacky_5_16.mp4 6,314,150,346,182,372,149,413,190,-113,28,-0.5,-0.5,-1.0,-1.0
Jacky_5_16.mp4 7,413,167,436,190,314,153,342,181,-113,28,-1.0,-1.0,-0.5,-1.5
Jacky_5_16.mp4 8,313,152,342,181,375,161,397,183,-113,28,-1.0,-1.0,-0.5,-0.5
Jacky_5_16.mp4 9,313,155,339,181,366,148,411,193,-113,28,-0.5,-0.5,-0.5,-0.5
Jacky_5_16.mp4 10,617,452,697,532,312,155,339,182,-113,28,-1.5,-0.5,-1.5,-0.5
Jacky_5_17.mp4 0,288,146,348,206,302,153,328,179,-125,24,0,0,0,0
Jacky_5_17.mp4 1,304,153,326,175,353,161,379,187,-125,24,-1.0,-1.0,-1.0,-1.0
Jacky_5_17.mp4 2,352,157,384,189,298,153,346,201,-125,24,-1.5,-0.5,-1.0,-1.0
Jacky_5_17.mp4 3,305,152,327,174,357,161,379,183,-125,24,0,0,0,0
Jacky_5_17.mp4 5,352,158,377,183,303,153,325,175,-125,24,0,0,0,0
Jacky_5_17.mp4 7,263,134,331,202,352,161,374,183,-125,24,-0.5,-0.5,-1.0,-1.0
Jacky_5_17.mp4 8,352,161,373,182,264,141,324,201,-125,24,0,0,0,0
Jacky_5_17.mp4 9,302,152,324,174,352,162,372,182,-125,24,0,0,0,0
Jacky_5_18.mp4 0,261,137,321,197,342,158,364,180,-125,24,0,0,0,0
Jacky_5_18.mp4 1,295,66,343,114,344,160,365,181,-125,24,0,0,0,0
Jacky_5_18.mp4 2,343,158,367,182,261,137,320,196,-125,24,0,0,0,0
Jacky_5_18.mp4 3,259,136,321,198,343,158,365,180,-125,24,0,0,0,0
Jacky_5_18.mp4 4,342,157,366,181,267,140,323,196,-125,24,0,0,0,0
Jacky_5_18.mp4 5,289,58,347,116,343,156,367,180,-125,24,0,0,0,0
Jacky_5_18.mp4 6,295,66,343,114,264,138,323,197,-125,24,0,0,0,0
Jacky_5_18.mp4 7,263,137,321,195,342,158,365,181,-125,24,0,0,0,0
Jacky_5_18.mp4 8,261,134,325,198,344,158,365,179,-125,24,0,0,0,0
Jacky_5_18.mp4 9,293,61,344,112,257,132,322,197,-125,24,0,0,0,0
Jacky_5_2.mp4 0,391,138,426,173,319,141,354,176,-18,36,-0.5,-0.5,-1.5,-0.5
Jacky_5_2.mp4 1,393,137,429,173,321,142,357,178,-18,36,-1.5,-0.5,-1.0,-1.0
Jacky_5_2.mp4 2,324,139,359,174,395,133,434,172,-18,36,-1.5,-1.5,-1.5,-0.5
Jacky_5_2.mp4 3,393,128,436,171,325,137,360,172,-18,36,-1.5,-1.5,-1.0,-1.0
Jacky_5_2.mp4 4,395,130,432,167,324,135,360,171,-18,36,-1.5,-0.5,-1.5,-1.5
Jacky_5_2.mp4 5,394,133,428,167,322,135,358,171,-18,36,-1.0,-1.0,-1.5,-1.5
Jacky_5_2.mp4 6,442,141,464,163,393,134,428,169,-18,36,-1.0,-1.0,-1.5,-0.5
Jacky_5_2.mp4 7,394,134,428,168,322,139,355,172,-18,36,-1.5,-1.5,-1.5,-0.5
Jacky_5_2.mp4 8,394,134,429,169,322,137,358,173,-18,36,-1.5,-0.5,-1.0,-1.0
Jacky_5_2.mp4 9,395,132,431,168,320,135,358,173,-18,36,-1.0,-1.0,-1.0,-1.0
Jacky_5_3.mp4 0,381,130,419,168,428,138,456,166,-90,35,-1.5,-0.5,-1.5,-0.5
Jacky_5_3.mp4 1,315,135,348,168,428,136,459,167,-90,35,-1.0,-1.0,-1.0,-1.0
Jacky_5_3.mp4 3,383,130,419,166,314,136,346,168,-90,35,-1.5,-1.5,-1.5,-0.5
Jacky_5_3.mp4 4,384,131,418,165,314,136,345,167,-90,35,-1.0,-1.0,-1.0,-1.0
Jacky_5_3.mp4 5,381,132,415,166,311,135,343,167,-90,35,-1.5,-0.5,-1.0,-1.0
Jacky_5_3.mp4 6,382,133,413,164,310,135,341,166,-90,35,-1.0,-1.0,-0.5,-0.5
Jacky_5_3.mp4 7,380,130,416,166,428,138,451,161,-90,35,-1.0,-1.0,-1.0,-1.0
Jacky_5_3.mp4 8,297,332,338,373,381,132,415,166,-90,35,-1.0,-1.0,-1.0,-1.0
Jacky_5_3.mp4 9,378,131,416,169,311,137,343,169,-90,35,-1.5,-0.5,-1.0,-1.0
Jacky_5_4.mp4 0,310,139,337,166,375,141,404,170,-84,40,-0.5,-0.5,-1.0,-1.0
Jacky_5_4.mp4 1,299,40,370,111,310,138,339,167,-84,40,-1.0,-1.0,-1.5,-0.5
Jacky_5_4.mp4 2,305,332,340,367,303,40,371,108,-84,40,-1.5,-0.5,-0.5,-0.5
Jacky_5_4.mp4 3,310,132,341,163,375,134,408,167,-84,40,-1.5,-0.5,-1.0,-1.0
Jacky_5_4.mp4 4,310,133,339,162,376,136,406,166,-84,40,-1.0,-1.0,-0.5,-0.5
Jacky_5_4.mp4 5,307,132,337,162,372,135,404,167,-84,40,-0.5,-0.5,-1.0,-1.0
Jacky_5_4.mp4 6,308,134,337,163,371,135,403,167,-84,40,-0.5,-0.5,-0.5,-0.5
Jacky_5_4.mp4 7,309,134,338,163,372,138,401,167,-84,40,-1.5,-0.5,-1.0,-1.0
Jacky_5_4.mp4 8,371,136,403,168,309,135,335,161,-84,40,-1.0,-1.0,-0.5,-1.5
Jacky_5_4.mp4 9,308,135,337,164,369,136,403,170,-84,40,-0.5,-0.5,-0.5,-0.5
Jacky_5_4.mp4 10,0,0,0,0,0,0,0,0,-84,40,0,0,0,0
Jacky_5_5.mp4 0,330,111,414,195,304,134,328,158,-114,7,-1.0,-1.0,-1.0,-1.0
Jacky_5_5.mp4 1,307,42,366,101,304,134,327,157,-114,7,-0.5,-0.5,-0.5,-0.5
Jacky_5_5.mp4 2,357,136,387,166,304,131,329,156,-114,7,-1.0,-1.0,-0.5,-0.5
Jacky_5_5.mp4 3,300,111,380,191,304,132,328,156,-114,7,-1.0,-1.0,-0.5,-0.5
Jacky_5_5.mp4 4,304,132,328,156,356,134,389,167,-114,7,-0.5,-1.5,-1.0,-1.0
Jacky_5_5.mp4 5,304,131,328,155,358,136,386,164,-114,7,-1.0,-1.0,-1.0,-1.0
Jacky_5_5.mp4 6,231,386,257,412,303,131,327,155,-114,7,-0.5,-0.5,-0.5,-0.5
Jacky_5_5.mp4 7,301,131,327,157,354,135,385,166,-114,7,-0.5,-0.5,-0.5,-0.5
Jacky_5_5.mp4 8,303,132,327,156,355,137,383,165,-114,7,-1.0,-1.0,-1.5,-0.5
Jacky_5_5.mp4 9,302,132,326,156,356,138,383,165,-114,7,-0.5,-0.5,-1.5,-0.5
Jacky_5_5.mp4 10,0,0,0,0,0,0,0,0,-114,7,0,0,0,0
Jacky_5_6.mp4 0,303,138,325,160,355,145,378,168,-120,4,-0.5,-0.5,-1.0,0.0
Jacky_5_6.mp4 1,306,136,329,159,356,141,383,168,-120,4,-0.5,-0.5,-1.0,-1.0
Jacky_5_6.mp4 2,306,134,331,159,355,139,384,168,-120,4,-1.0,-1.0,-1.0,-1.0
Jacky_5_6.mp4 3,306,135,328,157,357,139,384,166,-120,4,-0.5,-0.5,-1.0,-1.0
Jacky_5_6.mp4 4,307,133,331,157,358,141,382,165,-120,4,-0.5,-0.5,-1.0,-1.0
Jacky_5_6.mp4 7,305,134,327,156,351,137,380,166,-120,4,-0.5,-0.5,-1.0,-1.0
Jacky_5_6.mp4 8,308,133,330,155,356,139,381,164,-120,4,0,0,0,0
Jacky_5_6.mp4 9,307,133,330,156,357,141,380,164,-120,4,-0.5,-0.5,-0.5,-0.5
Jacky_5_6.mp4 10,358,141,381,164,343,126,389,172,-120,4,-1.0,-1.0,-1.5,-0.5
Jacky_5_7.mp4 0,399,192,428,221,452,145,482,175,87,26,-1.5,-0.5,-1.5,-0.5
Jacky_5_7.mp4 1,447,138,487,178,376,138,419,181,87,26,-1.0,-1.0,-1.0,-1.0
Jacky_5_7.mp4 2,398,186,435,223,453,145,481,173,87,26,-1.0,-1.0,-1.0,-1.0
Jacky_5_7.mp4 3,399,183,436,220,452,141,484,173,87,26,-1.0,-1.0,-1.0,-1.0
Jacky_5_7.mp4 4,449,140,480,171,379,139,415,175,87,26,-1.0,-1.0,-0.5,-0.5
Jacky_5_7.mp4 5,490,146,512,168,377,139,413,175,87,26,-1.5,-0.5,-1.0,-1.0
Jacky_5_7.mp4 6,393,185,428,220,487,145,509,167,87,26,-0.5,-1.5,-1.5,-0.5
Jacky_5_7.mp4 7,485,144,508,167,438,136,478,176,87,26,0,0,0,0
Jacky_5_8.mp4 0,412,139,449,176,336,137,381,182,1,35,-1.0,-1.0,-1.5,-0.5
Jacky_5_8.mp4 1,337,139,378,180,408,134,452,178,1,35,-1.0,-1.0,-1.0,-1.0
Jacky_5_8.mp4 2,417,139,449,171,340,137,381,178,1,35,-1.0,-1.0,-1.5,-0.5
Jacky_5_8.mp4 3,341,137,379,175,412,133,454,175,1,35,-1.0,-1.0,-1.0,-1.0
Jacky_5_8.mp4 4,339,136,379,176,412,134,450,172,1,35,-1.5,-0.5,-0.5,-1.5
Jacky_5_8.mp4 5,340,137,377,174,416,142,441,167,1,35,-0.5,-1.5,-1.5,-1.5
Jacky_5_8.mp4 6,415,141,441,167,460,142,489,171,1,35,-1.0,-1.0,-1.5,-1.5
Jacky_5_8.mp4 7,625,458,698,531,339,138,379,178,1,35,-1.5,-0.5,-1.0,-1.0
Jacky_5_9.mp4 1,313,43,381,111,323,142,357,176,-77,34,-1.0,-1.0,-1.0,-1.0
Jacky_5_9.mp4 2,324,141,359,176,390,136,431,177,-77,34,-1.5,-1.5,-1.0,-1.0
Jacky_5_9.mp4 3,324,142,356,174,391,136,433,178,-77,34,-1.0,-1.0,-0.5,-0.5
Jacky_5_9.mp4 4,323,137,359,173,388,134,430,176,-77,34,-1.0,-1.0,-1.0,-1.0
Jacky_5_9.mp4 5,312,41,380,109,393,141,422,170,-77,34,-0.5,-0.5,-1.0,-1.0
Jacky_5_9.mp4 6,310,42,377,109,321,139,356,174,-77,34,-0.5,-0.5,-1.0,-1.0
Jacky_5_9.mp4 7,324,143,354,173,389,139,424,174,-77,34,-1.0,-1.0,-1.0,-1.0
Jacky_5_9.mp4 8,322,145,350,173,318,134,362,178,-77,34,-1.0,-1.0,-1.0,-1.0
KY_5_1.mp4 0,382,176,409,203,346,234,398,286,71,29,-1.0,-1.0,-1.0,-1.0
KY_5_1.mp4 1,380,176,409,205,315,187,345,217,71,29,-0.5,-0.5,-1.0,-1.0
KY_5_1.mp4 2,381,176,409,204,351,145,374,168,71,29,-1.0,-1.0,-1.0,-1.0
KY_5_1.mp4 3,381,177,409,205,341,180,379,218,71,29,-1.0,-1.0,-1.0,-1.0
KY_5_1.mp4 4,380,174,411,205,317,186,345,214,71,29,-1.0,-1.0,-1.5,-0.5
KY_5_1.mp4 5,380,172,412,204,318,187,345,214,71,29,-1.0,0.0,-1.0,-1.0
KY_5_1.mp4 6,380,173,412,205,318,187,345,214,71,29,-1.5,-0.5,-1.5,-0.5
KY_5_1.mp4 7,316,186,344,214,377,172,410,205,71,29,-1.0,-1.0,-1.0,-1.0
KY_5_1.mp4 8,377,173,409,205,315,186,343,214,71,29,-1.5,-0.5,-0.5,-0.5
KY_5_1.mp4 9,377,174,408,205,313,187,342,216,71,29,-1.5,-0.5,-0.5,-0.5
KY_5_1.mp4 10,378,175,408,205,314,188,342,216,71,29,-1.0,-1.0,-1.5,-0.5
KY_5_10.mp4 0,288,184,352,248,255,340,320,405,-52,4,-0.5,0.5,-0.5,-0.5
KY_5_10.mp4 1,288,189,344,245,273,198,295,220,-52,4,0,0,0,0
KY_5_10.mp4 2,288,187,352,251,273,197,297,221,-52,4,-0.5,1.5,-1.5,-0.5
KY_5_10.mp4 4,316,184,363,231,289,188,348,247,-52,4,0.0,1.0,-0.5,-0.5
KY_5_10.mp4 5,287,186,351,250,272,196,296,220,-52,4,0.0,1.0,0.0,-1.0
KY_5_10.mp4 6,271,196,296,221,287,186,348,247,-52,4,-0.5,0.5,-0.5,0.5
KY_5_10.mp4 8,270,197,295,222,285,183,352,250,-52,4,-0.5,0.5,-1.0,0.0
KY_5_10.mp4 9,286,188,347,249,254,342,320,408,-52,4,0,0,0,0
KY_5_10.mp4 10,272,180,342,250,258,344,319,405,-52,4,-1.0,0.0,1.5,1.5
KY_5_11.mp4 0,269,190,326,247,256,196,278,218,-52,4,0.0,1.0,0.5,1.5
KY_5_11.mp4 1,271,185,332,246,284,291,341,348,-52,4,1.0,1.0,1.5,2.5
KY_5_11.mp4 2,272,184,333,245,283,290,340,347,-52,4,0,0,0,0
KY_5_11.mp4 3,274,184,335,245,286,292,337,343,-52,4,0.5,1.5,1.5,2.5
KY_5_11.mp4 4,256,194,280,218,282,187,332,237,-52,4,0.0,1.0,1.0,2.0
KY_5_11.mp4 5,284,290,340,346,225,172,291,238,-52,4,0.5,1.5,1.0,2.0
KY_5_11.mp4 6,255,194,280,219,273,185,332,244,-52,4,0.0,2.0,-0.5,1.5
KY_5_11.mp4 7,263,184,328,249,257,346,312,401,-52,4,1.0,1.0,0.5,-1.5
KY_5_11.mp4 8,271,188,328,245,256,198,278,220,-52,4,1.5,2.5,1.0,2.0
KY_5_11.mp4 9,276,283,352,359,266,188,326,248,-52,4,0,0,0,0
