frame,label,eye_position1_up_x,eye_position1_up_y,eye_position1_down_x,eye_position1_down_y,eye_position2_up_x,eye_position2_up_y,eye_position2_down_x,eye_position2_down_y,gaze_project_x,gaze_project_y,head_pitch,head_yaw,head_roll,eye_center_position1_x,eye_center_position1_y,eye_center_position2_x,eye_center_position2_y
Jacky_5_4.mp4 7,4,309,134,338,163,372,138,401,167,-84,40,-160.8224288981199,16.35209352531667,5.946535425565747,-1.5,-0.5,-1.0,-1.0
Jacky_5_4.mp4 8,4,309,135,335,161,371,136,403,168,-84,40,-160.8224288981199,16.35209352531667,5.946535425565747,-1.0,-1.0,-0.5,-1.5
Jacky_5_4.mp4 9,4,308,135,337,164,369,136,403,170,-84,40,-160.8224288981199,16.35209352531667,5.946535425565747,-0.5,-0.5,-0.5,-0.5
Jacky_5_4.mp4 10,4,0,0,0,0,0,0,0,0,-84,40,-160.8224288981199,16.35209352531667,5.946535425565747,0,0,0,0
Jacky_5_5.mp4 0,5,304,134,328,158,355,137,385,167,-114,7,-164.84971173359986,23.69287091388795,13.464551061934177,-1.0,-1.0,-1.0,-1.0
Jacky_5_5.mp4 1,5,307,42,366,101,265,109,338,182,-114,7,-164.84971173359986,23.69287091388795,13.464551061934177,-0.5,-0.5,-0.5,-0.5
Jacky_5_5.mp4 2,5,304,131,329,156,357,136,387,166,-114,7,-164.84971173359986,23.69287091388795,13.464551061934177,-1.0,-1.0,-0.5,-0.5
Jacky_5_5.mp4 3,5,304,132,328,156,359,138,386,165,-114,7,-164.84971173359986,23.69287091388795,13.464551061934177,-1.0,-1.0,-0.5,-0.5
Jacky_5_5.mp4 4,5,304,132,328,156,356,134,389,167,-114,7,-164.84971173359986,23.69287091388795,13.464551061934177,-0.5,-1.5,-1.0,-1.0
Jacky_5_5.mp4 5,5,268,105,340,177,304,131,328,155,-114,7,-164.84971173359986,23.69287091388795,13.464551061934177,-1.0,-1.0,-1.0,-1.0
Jacky_5_5.mp4 6,5,231,386,257,412,303,131,327,155,-114,7,-164.84971173359986,23.69287091388795,13.464551061934177,-0.5,-0.5,-0.5,-0.5
Jacky_5_5.mp4 7,5,301,131,327,157,354,135,385,166,-114,7,-164.84971173359986,23.69287091388795,13.464551061934177,-0.5,-0.5,-0.5,-0.5
Jacky_5_5.mp4 8,5,303,132,327,156,259,102,342,185,-114,7,-164.84971173359986,23.69287091388795,13.464551061934177,-1.0,-1.0,-1.5,-0.5
Jacky_5_5.mp4 9,5,302,132,326,156,356,138,383,165,-114,7,-164.84971173359986,23.69287091388795,13.464551061934177,-0.5,-0.5,-1.5,-0.5
Jacky_5_5.mp4 10,5,0,0,0,0,0,0,0,0,-114,7,-164.84971173359986,23.69287091388795,13.464551061934177,0,0,0,0
Jacky_5_6.mp4 0,6,303,138,325,160,355,145,378,168,-120,4,-164.0936809367022,28.63377832913034,14.572329471708247,-0.5,-0.5,-1.0,0.0
Jacky_5_6.mp4 1,6,306,136,329,159,356,141,383,168,-120,4,-164.0936809367022,28.63377832913034,14.572329471708247,-0.5,-0.5,-1.0,-1.0
Jacky_5_6.mp4 2,6,306,134,331,159,355,139,384,168,-120,4,-164.0936809367022,28.63377832913034,14.572329471708247,-1.0,-1.0,-1.0,-1.0
Jacky_5_6.mp4 3,6,306,135,328,157,357,139,384,166,-120,4,-164.0936809367022,28.63377832913034,14.572329471708247,-0.5,-0.5,-1.0,-1.0
Jacky_5_6.mp4 4,6,307,133,331,157,358,141,382,165,-120,4,-164.0936809367022,28.63377832913034,14.572329471708247,-0.5,-0.5,-1.0,-1.0
Jacky_5_6.mp4 7,6,305,134,327,156,351,137,380,166,-120,4,-164.0936809367022,28.63377832913034,14.572329471708247,-0.5,-0.5,-1.0,-1.0
Jacky_5_6.mp4 8,6,308,133,330,155,356,139,381,164,-120,4,-164.0936809367022,28.63377832913034,14.572329471708247,0,0,0,0
Jacky_5_6.mp4 9,6,307,133,330,156,357,141,380,164,-120,4,-164.0936809367022,28.63377832913034,14.572329471708247,-0.5,-0.5,-0.5,-0.5
Jacky_5_6.mp4 10,6,358,141,381,164,343,126,389,172,-120,4,-164.0936809367022,28.63377832913034,14.572329471708247,-1.0,-1.0,-1.5,-0.5
Jacky_5_7.mp4 0,7,399,192,428,221,452,145,482,175,87,26,-162.9753053528242,-19.89362595257457,-7.795014881735806,-1.5,-0.5,-1.5,-0.5
Jacky_5_7.mp4 1,7,447,138,487,178,376,138,419,181,87,26,-162.9753053528242,-19.89362595257457,-7.795014881735806,-1.0,-1.0,-1.0,-1.0
Jacky_5_7.mp4 2,7,398,186,435,223,453,145,481,173,87,26,-162.9753053528242,-19.89362595257457,-7.795014881735806,-1.0,-1.0,-1.0,-1.0
Jacky_5_7.mp4 3,7,399,183,436,220,452,141,484,173,87,26,-162.9753053528242,-19.89362595257457,-7.795014881735806,-1.0,-1.0,-1.0,-1.0
Jacky_5_7.mp4 4,7,449,140,480,171,379,139,415,175,87,26,-162.9753053528242,-19.89362595257457,-7.795014881735806,-1.0,-1.0,-0.5,-0.5
Jacky_5_7.mp4 5,7,490,146,512,168,377,139,413,175,87,26,-162.9753053528242,-19.89362595257457,-7.795014881735806,-1.5,-0.5,-1.0,-1.0
Jacky_5_7.mp4 6,7,393,185,428,220,447,145,469,167,87,26,-162.9753053528242,-19.89362595257457,-7.795014881735806,-0.5,-1.5,-1.5,-0.5
Jacky_5_7.mp4 7,7,485,144,508,167,438,136,478,176,87,26,-162.9753053528242,-19.89362595257457,-7.795014881735806,0,0,0,0
Jacky_5_8.mp4 0,8,412,139,449,176,336,137,381,182,1,35,-162.92765330592798,0.4163118699299477,-3.619369567489268,-1.0,-1.0,-1.5,-0.5
Jacky_5_8.mp4 1,8,337,139,378,180,408,134,452,178,1,35,-162.92765330592798,0.4163118699299477,-3.619369567489268,-1.0,-1.0,-1.0,-1.0
Jacky_5_8.mp4 2,8,332,114,400,182,417,139,449,171,1,35,-162.92765330592798,0.4163118699299477,-3.619369567489268,-1.0,-1.0,-1.5,-0.5
Jacky_5_8.mp4 3,8,341,137,379,175,412,133,454,175,1,35,-162.92765330592798,0.4163118699299477,-3.619369567489268,-1.0,-1.0,-1.0,-1.0
Jacky_5_8.mp4 4,8,339,136,379,176,412,134,450,172,1,35,-162.92765330592798,0.4163118699299477,-3.619369567489268,-1.5,-0.5,-0.5,-1.5
Jacky_5_8.mp4 5,8,340,137,377,174,416,142,441,167,1,35,-162.92765330592798,0.4163118699299477,-3.619369567489268,-0.5,-1.5,-1.5,-1.5
Jacky_5_8.mp4 6,8,415,141,441,167,460,142,489,171,1,35,-162.92765330592798,0.4163118699299477,-3.619369567489268,-1.0,-1.0,-1.5,-1.5
Jacky_5_8.mp4 7,8,625,458,698,531,339,138,379,178,1,35,-162.92765330592798,0.4163118699299477,-3.619369567489268,-1.5,-0.5,-1.0,-1.0
Jacky_5_9.mp4 1,9,313,43,381,111,323,142,357,176,-77,34,-163.28918828511476,18.834601213885843,1.8416858066934492,-1.0,-1.0,-1.0,-1.0
Jacky_5_9.mp4 2,9,324,141,359,176,390,136,431,177,-77,34,-163.28918828511476,18.834601213885843,1.8416858066934492,-1.5,-1.5,-1.0,-1.0
Jacky_5_9.mp4 3,9,324,142,356,174,391,136,433,178,-77,34,-163.28918828511476,18.834601213885843,1.8416858066934492,-1.0,-1.0,-0.5,-0.5
Jacky_5_9.mp4 4,9,323,137,359,173,388,134,430,176,-77,34,-163.28918828511476,18.834601213885843,1.8416858066934492,-1.0,-1.0,-1.0,-1.0
Jacky_5_9.mp4 5,9,312,41,380,109,393,141,422,170,-77,34,-163.28918828511476,18.834601213885843,1.8416858066934492,-0.5,-0.5,-1.0,-1.0
Jacky_5_9.mp4 6,9,310,42,377,109,321,139,356,174,-77,34,-163.28918828511476,18.834601213885843,1.8416858066934492,-0.5,-0.5,-1.0,-1.0
Jacky_5_9.mp4 7,9,324,143,354,173,389,139,424,174,-77,34,-163.28918828511476,18.834601213885843,1.8416858066934492,-1.0,-1.0,-1.0,-1.0
Jacky_5_9.mp4 8,9,322,145,350,173,318,134,362,178,-77,34,-163.28918828511476,18.834601213885843,1.8416858066934492,-1.0,-1.0,-1.0,-1.0
Jacky_5_10.mp4 0,10,313,147,338,172,366,136,410,180,-115,12,-165.7287848232351,27.888349532286156,9.073676582301722,-0.5,-0.5,-0.5,-0.5
Jacky_5_10.mp4 1,10,313,145,341,173,372,148,404,180,-115,12,-165.7287848232351,27.888349532286156,9.073676582301722,-0.5,-0.5,-0.5,-0.5
Jacky_5_10.mp4 2,10,306,46,372,112,314,143,343,172,-115,12,-165.7287848232351,27.888349532286156,9.073676582301722,-1.0,-1.0,-1.0,-1.0
Jacky_5_10.mp4 3,10,314,140,343,169,376,146,401,171,-115,12,-165.7287848232351,27.888349532286156,9.073676582301722,-1.0,-1.0,-1.0,-1.0
Jacky_5_10.mp4 4,10,314,141,340,167,373,146,399,172,-115,12,-165.7287848232351,27.888349532286156,9.073676582301722,-0.5,-0.5,-1.0,-1.0
Jacky_5_10.mp4 5,10,312,140,341,169,373,145,400,172,-115,12,-165.7287848232351,27.888349532286156,9.073676582301722,-1.0,-1.0,-1.0,-1.0
Jacky_5_10.mp4 6,10,314,144,337,167,372,143,402,173,-115,12,-165.7287848232351,27.888349532286156,9.073676582301722,-0.5,-0.5,-1.0,-1.0
Jacky_5_10.mp4 7,10,311,49,368,106,312,142,337,167,-115,12,-165.7287848232351,27.888349532286156,9.073676582301722,-1.0,-1.0,-0.5,-0.5
Jacky_5_10.mp4 8,10,313,143,339,169,373,148,398,173,-115,12,-165.7287848232351,27.888349532286156,9.073676582301722,-0.5,-0.5,-0.5,-0.5
Jacky_5_10.mp4 9,10,314,144,336,166,372,146,401,175,-115,12,-165.7287848232351,27.888349532286156,9.073676582301722,-0.5,-0.5,-0.5,-0.5
Jacky_5_11.mp4 0,11,310,142,332,164,361,147,386,172,-121,0,-166.14445318803118,29.715420464442172,13.150885931905876,-0.5,-0.5,-1.0,-1.0
Jacky_5_11.mp4 1,11,302,22,400,120,309,142,330,163,-121,0,-166.14445318803118,29.715420464442172,13.150885931905876,-0.5,-0.5,-0.5,-0.5
Jacky_5_11.mp4 2,11,304,20,401,117,309,141,333,165,-121,0,-166.14445318803118,29.715420464442172,13.150885931905876,-0.5,-0.5,-1.0,-1.0
Jacky_5_11.mp4 3,11,309,140,332,163,290,140,312,162,-121,0,-166.14445318803118,29.715420464442172,13.150885931905876,-0.5,-0.5,-1.0,-1.0
Jacky_5_11.mp4 4,11,309,141,330,162,359,145,386,172,-121,0,-166.14445318803118,29.715420464442172,13.150885931905876,0,0,0,0
Jacky_5_11.mp4 5,11,309,139,332,162,357,142,387,172,-121,0,-166.14445318803118,29.715420464442172,13.150885931905876,-0.5,-0.5,-1.0,-1.0
Jacky_5_11.mp4 6,11,304,47,366,109,308,139,331,162,-121,0,-166.14445318803118,29.715420464442172,13.150885931905876,-1.0,-1.0,-1.5,-0.5
Jacky_5_11.mp4 7,11,305,46,369,110,310,140,332,162,-121,0,-166.14445318803118,29.715420464442172,13.150885931905876,-1.0,-1.0,-1.5,-0.5
Jacky_5_11.mp4 8,11,303,30,388,115,308,140,330,162,-121,0,-166.14445318803118,29.715420464442172,13.150885931905876,-1.0,-1.0,-1.0,-1.0
Jacky_5_11.mp4 9,11,289,139,312,162,308,142,330,164,-121,0,-166.14445318803118,29.715420464442172,13.150885931905876,-1.5,-0.5,-1.0,-1.0
Jacky_5_12.mp4 1,12,348,146,377,175,266,128,331,193,-121,0,-166.14445318803118,29.715420464442172,13.150885931905876,-1.0,-1.0,-1.0,-1.0
Jacky_5_12.mp4 3,12,304,143,326,165,350,147,374,171,-121,0,-166.14445318803118,29.715420464442172,13.150885931905876,-1.0,-1.0,-1.0,-1.0
Jacky_5_12.mp4 4,12,304,43,376,115,303,142,325,164,-121,0,-166.14445318803118,29.715420464442172,13.150885931905876,-0.5,-0.5,-0.5,-0.5
Jacky_5_12.mp4 5,12,300,35,383,118,305,140,327,162,-121,0,-166.14445318803118,29.715420464442172,13.150885931905876,-1.0,-1.0,-1.0,-1.0
Jacky_5_12.mp4 6,12,305,45,368,108,304,140,325,161,-121,0,-166.14445318803118,29.715420464442172,13.150885931905876,0,0,0,0
Jacky_5_12.mp4 7,12,350,144,376,170,265,123,329,187,-121,0,-166.14445318803118,29.715420464442172,13.150885931905876,0,0,0,0
Jacky_5_12.mp4 10,12,0,0,0,0,0,0,0,0,-121,0,-166.14445318803118,29.715420464442172,13.150885931905876,0,0,0,0
Jacky_5_13.mp4 4,13,394,201,428,235,442,149,477,184,-12,45,-161.3495769068628,4.00381521566045,-1.9154618823061969,-1.5,-1.5,-1.5,-0.5
Jacky_5_13.mp4 5,13,394,205,422,233,367,150,409,192,-12,45,-161.3495769068628,4.00381521566045,-1.9154618823061969,-1.5,-1.5,-1.0,-1.0
Jacky_5_13.mp4 10,13,314,169,336,191,345,155,383,193,-12,45,-161.3495769068628,4.00381521566045,-1.9154618823061969,-0.5,-0.5,-1.5,-1.5
Jacky_5_14.mp4 4,14,618,451,702,535,338,155,378,195,-41,46,-161.6996569712736,11.751351567630063,-3.2245052919884825,-1.5,-1.5,-0.5,-0.5
Jacky_5_15.mp4 3,15,393,162,416,185,319,152,358,191,-92,36,-162.48575417200374,23.19336050200404,3.192708976415586,-1.0,-1.0,-1.0,-1.0
Jacky_5_15.mp4 5,15,323,154,355,186,388,148,428,188,-92,36,-162.48575417200374,23.19336050200404,3.192708976415586,-0.5,-0.5,-1.0,-1.0
Jacky_5_15.mp4 6,15,319,152,355,188,286,150,328,192,-92,36,-162.48575417200374,23.19336050200404,3.192708976415586,-1.5,-1.5,-1.5,-0.5
Jacky_5_15.mp4 7,15,320,156,349,185,383,150,422,189,-92,36,-162.48575417200374,23.19336050200404,3.192708976415586,-0.5,-1.5,-1.0,-1.0
Jacky_5_15.mp4 8,15,320,156,348,184,313,148,357,192,-92,36,-162.48575417200374,23.19336050200404,3.192708976415586,-1.0,-1.0,-1.0,-1.0
Jacky_5_15.mp4 10,15,0,0,0,0,0,0,0,0,-92,36,-162.48575417200374,23.19336050200404,3.192708976415586,0,0,0,0
Jacky_5_16.mp4 0,16,313,154,342,183,368,148,414,194,-113,28,-162.30278123990144,28.286460227944662,8.138406507059472,0,0,0,0
Jacky_5_16.mp4 1,16,316,157,342,183,373,151,415,193,-113,28,-162.30278123990144,28.286460227944662,8.138406507059472,-1.0,-1.0,-1.5,-0.5
Jacky_5_16.mp4 3,16,315,152,344,181,373,149,415,191,-113,28,-162.30278123990144,28.286460227944662,8.138406507059472,-1.0,-1.0,-0.5,-0.5
Jacky_5_16.mp4 4,16,304,48,378,122,315,152,343,180,-113,28,-162.30278123990144,28.286460227944662,8.138406507059472,-0.5,-0.5,-0.5,-0.5
Jacky_5_16.mp4 5,16,307,53,373,119,315,152,343,180,-113,28,-162.30278123990144,28.286460227944662,8.138406507059472,-1.0,-1.0,-0.5,-0.5
Jacky_5_16.mp4 6,16,314,150,346,182,372,149,413,190,-113,28,-162.30278123990144,28.286460227944662,8.138406507059472,-0.5,-0.5,-1.0,-1.0
Jacky_5_16.mp4 7,16,413,167,436,190,314,153,342,181,-113,28,-162.30278123990144,28.286460227944662,8.138406507059472,-1.0,-1.0,-0.5,-1.5
Jacky_5_16.mp4 8,16,313,152,342,181,375,161,397,183,-113,28,-162.30278123990144,28.286460227944662,8.138406507059472,-1.0,-1.0,-0.5,-0.5
Jacky_5_16.mp4 9,16,313,155,339,181,366,148,411,193,-113,28,-162.30278123990144,28.286460227944662,8.138406507059472,-0.5,-0.5,-0.5,-0.5
Jacky_5_16.mp4 10,16,617,452,697,532,312,155,339,182,-113,28,-162.30278123990144,28.286460227944662,8.138406507059472,-1.5,-0.5,-1.5,-0.5
Jacky_5_17.mp4 0,17,288,146,348,206,302,153,328,179,-125,24,-159.8867520656884,31.252850905131222,13.769375788087515,0,0,0,0
Jacky_5_17.mp4 1,17,304,153,326,175,353,161,379,187,-125,24,-159.8867520656884,31.252850905131222,13.769375788087515,-1.0,-1.0,-1.0,-1.0
Jacky_5_17.mp4 2,17,352,157,384,189,298,153,346,201,-125,24,-159.8867520656884,31.252850905131222,13.769375788087515,-1.5,-0.5,-1.0,-1.0
Jacky_5_17.mp4 3,17,305,152,327,174,357,161,379,183,-125,24,-159.8867520656884,31.252850905131222,13.769375788087515,0,0,0,0
Jacky_5_17.mp4 5,17,352,158,377,183,303,153,325,175,-125,24,-159.8867520656884,31.252850905131222,13.769375788087515,0,0,0,0
Jacky_5_17.mp4 7,17,263,134,331,202,352,161,374,183,-125,24,-159.8867520656884,31.252850905131222,13.769375788087515,-0.5,-0.5,-1.0,-1.0
Jacky_5_17.mp4 8,17,352,161,373,182,264,141,324,201,-125,24,-159.8867520656884,31.252850905131222,13.769375788087515,0,0,0,0
Jacky_5_17.mp4 9,17,302,152,324,174,352,162,372,182,-125,24,-159.8867520656884,31.252850905131222,13.769375788087515,0,0,0,0
Jacky_5_18.mp4 0,18,261,137,321,197,342,158,364,180,-125,24,-159.8867520656884,31.252850905131222,13.769375788087515,0,0,0,0
Jacky_5_18.mp4 1,18,295,66,343,114,344,160,365,181,-125,24,-159.8867520656884,31.252850905131222,13.769375788087515,0,0,0,0
Jacky_5_18.mp4 2,18,343,158,367,182,261,137,320,196,-125,24,-159.8867520656884,31.252850905131222,13.769375788087515,0,0,0,0
Jacky_5_18.mp4 3,18,259,136,321,198,343,158,365,180,-125,24,-159.8867520656884,31.252850905131222,13.769375788087515,0,0,0,0
Jacky_5_18.mp4 4,18,342,157,366,181,267,140,323,196,-125,24,-159.8867520656884,31.252850905131222,13.769375788087515,0,0,0,0
Jacky_5_18.mp4 5,18,289,58,347,116,343,156,367,180,-125,24,-159.8867520656884,31.252850905131222,13.769375788087515,0,0,0,0
Jacky_5_18.mp4 6,18,295,66,343,114,264,138,323,197,-125,24,-159.8867520656884,31.252850905131222,13.769375788087515,0,0,0,0
Jacky_5_18.mp4 7,18,263,137,321,195,342,158,365,181,-125,24,-159.8867520656884,31.252850905131222,13.769375788087515,0,0,0,0
Jacky_5_18.mp4 8,18,261,134,325,198,344,158,365,179,-125,24,-159.8867520656884,31.252850905131222,13.769375788087515,0,0,0,0
Jacky_5_18.mp4 9,18,293,61,344,112,257,132,322,197,-125,24,-159.8867520656884,31.252850905131222,13.769375788087515,0,0,0,0
KY_5_1.mp4 0,1,382,176,409,203,346,234,398,286,71,29,-160.99709645281789,-22.383825501028795,-12.485267135376231,-1.0,-1.0,-1.0,-1.0
KY_5_1.mp4 1,1,380,176,409,205,315,187,345,217,71,29,-160.99709645281789,-22.383825501028795,-12.485267135376231,-0.5,-0.5,-1.0,-1.0
KY_5_1.mp4 2,1,381,176,409,204,351,145,374,168,71,29,-160.99709645281789,-22.383825501028795,-12.485267135376231,-1.0,-1.0,-1.0,-1.0
KY_5_1.mp4 3,1,381,177,409,205,341,180,379,218,71,29,-160.99709645281789,-22.383825501028795,-12.485267135376231,-1.0,-1.0,-1.0,-1.0
KY_5_1.mp4 4,1,380,174,411,205,317,186,345,214,71,29,-160.99709645281789,-22.383825501028795,-12.485267135376231,-1.0,-1.0,-1.5,-0.5
KY_5_1.mp4 5,1,380,172,412,204,318,187,345,214,71,29,-160.99709645281789,-22.383825501028795,-12.485267135376231,-1.0,0.0,-1.0,-1.0
KY_5_1.mp4 6,1,380,173,412,205,318,187,345,214,71,29,-160.99709645281789,-22.383825501028795,-12.485267135376231,-1.5,-0.5,-1.5,-0.5
KY_5_1.mp4 7,1,316,186,344,214,377,172,410,205,71,29,-160.99709645281789,-22.383825501028795,-12.485267135376231,-1.0,-1.0,-1.0,-1.0
KY_5_1.mp4 8,1,377,173,409,205,315,186,343,214,71,29,-160.99709645281789,-22.383825501028795,-12.485267135376231,-1.5,-0.5,-0.5,-0.5
KY_5_1.mp4 9,1,377,174,408,205,313,187,342,216,71,29,-160.99709645281789,-22.383825501028795,-12.485267135376231,-1.5,-0.5,-0.5,-0.5
KY_5_1.mp4 10,1,378,175,408,205,314,188,342,216,71,29,-160.99709645281789,-22.383825501028795,-12.485267135376231,-1.0,-1.0,-1.5,-0.5
KY_5_2.mp4 0,2,367,177,398,208,301,183,332,214,-1,36,-163.46975106884912,-1.911550236602655,-5.62129871521266,-0.5,-0.5,-1.0,-1.0
KY_5_2.mp4 2,2,302,185,332,215,365,175,400,210,-1,36,-163.46975106884912,-1.911550236602655,-5.62129871521266,-0.5,-0.5,-1.0,-1.0
KY_5_2.mp4 3,2,366,175,399,208,302,185,330,213,-1,36,-163.46975106884912,-1.911550236602655,-5.62129871521266,-0.5,-0.5,-1.5,-0.5
KY_5_2.mp4 4,2,303,185,331,213,365,174,399,208,-1,36,-163.46975106884912,-1.911550236602655,-5.62129871521266,-1.0,-1.0,-1.0,-1.0
KY_5_2.mp4 5,2,366,175,399,208,301,186,327,212,-1,36,-163.46975106884912,-1.911550236602655,-5.62129871521266,-0.5,-0.5,-1.0,-1.0
KY_5_2.mp4 6,2,365,174,399,208,300,182,331,213,-1,36,-163.46975106884912,-1.911550236602655,-5.62129871521266,-1.0,-1.0,-1.0,-1.0
KY_5_2.mp4 7,2,362,174,397,209,300,183,328,211,-1,36,-163.46975106884912,-1.911550236602655,-5.62129871521266,-1.0,-1.0,-0.5,-0.5
KY_5_2.mp4 8,2,364,174,398,208,293,190,315,212,-1,36,-163.46975106884912,-1.911550236602655,-5.62129871521266,-1.0,-1.0,-1.0,-1.0
KY_5_2.mp4 9,2,366,177,397,208,301,185,329,213,-1,36,-163.46975106884912,-1.911550236602655,-5.62129871521266,-1.0,-1.0,-1.0,-1.0
KY_5_3.mp4 0,3,359,178,389,208,253,338,324,409,-18,37,-163.54352405835732,2.6079138139413316,-4.876097530948339,-1.5,-0.5,0.0,1.0
KY_5_3.mp4 1,3,357,178,388,209,292,186,322,216,-18,37,-163.54352405835732,2.6079138139413316,-4.876097530948339,0.5,0.5,-1.0,-1.0
KY_5_3.mp4 2,3,358,178,389,209,290,186,323,219,-18,37,-163.54352405835732,2.6079138139413316,-4.876097530948339,-0.5,-0.5,0.0,1.0
KY_5_3.mp4 3,3,356,176,389,209,291,186,320,215,-18,37,-163.54352405835732,2.6079138139413316,-4.876097530948339,-1.0,-1.0,-0.5,0.5
KY_5_3.mp4 4,3,355,175,388,208,293,187,319,213,-18,37,-163.54352405835732,2.6079138139413316,-4.876097530948339,0.0,0.0,-1.0,-1.0
KY_5_3.mp4 5,3,355,174,388,207,292,186,319,213,-18,37,-163.54352405835732,2.6079138139413316,-4.876097530948339,-0.5,-0.5,0.0,1.0
KY_5_3.mp4 6,3,351,172,388,209,290,186,317,213,-18,37,-163.54352405835732,2.6079138139413316,-4.876097530948339,1.0,1.0,-0.5,-1.5
KY_5_3.mp4 7,3,351,174,386,209,290,186,318,214,-18,37,-163.54352405835732,2.6079138139413316,-4.876097530948339,0.5,0.5,-1.5,-0.5
KY_5_3.mp4 8,3,353,176,388,211,291,187,318,214,-18,37,-163.54352405835732,2.6079138139413316,-4.876097530948339,0.5,0.5,-1.0,-1.0
KY_5_3.mp4 9,3,352,176,386,210,292,188,319,215,-18,37,-163.54352405835732,2.6079138139413316,-4.876097530948339,1.0,1.0,-1.0,-1.0
KY_5_4.mp4 0,4,327,180,355,208,281,169,347,235,-44,-1,176.3611609107751,30.782459553522774,176.83714298911272,-0.5,0.5,-1.5,-0.5
KY_5_4.mp4 1,4,270,186,293,209,285,171,347,233,-44,-1,176.3611609107751,30.782459553522774,176.83714298911272,-1.0,0.0,-0.5,-0.5
KY_5_4.mp4 3,4,303,174,352,223,269,185,293,209,-44,-1,176.3611609107751,30.782459553522774,176.83714298911272,-0.5,0.5,-1.0,0.0
KY_5_4.mp4 4,4,325,179,355,209,281,169,355,243,-44,-1,176.3611609107751,30.782459553522774,176.83714298911272,-1.0,0.0,0.0,1.0
KY_5_4.mp4 6,4,270,184,293,207,287,173,346,232,-44,-1,176.3611609107751,30.782459553522774,176.83714298911272,-0.5,-0.5,0.0,1.0
KY_5_4.mp4 7,4,324,176,357,209,281,169,348,236,-44,-1,176.3611609107751,30.782459553522774,176.83714298911272,0.0,0.0,-0.5,-0.5
KY_5_4.mp4 8,4,304,172,354,222,269,185,293,209,-44,-1,176.3611609107751,30.782459553522774,176.83714298911272,0.0,1.0,-1.0,0.0
KY_5_4.mp4 9,4,279,169,348,238,281,286,349,354,-44,-1,176.3611609107751,30.782459553522774,176.83714298911272,-0.5,0.5,-0.5,-0.5
KY_5_5.mp4 1,5,262,183,284,205,291,172,339,220,-72,-7,171.44474991620592,46.82898928498997,174.30228442795072,0.5,-0.5,0.0,0.0
KY_5_5.mp4 2,5,294,174,339,219,262,184,284,206,-72,-7,171.44474991620592,46.82898928498997,174.30228442795072,-0.5,0.5,1.0,1.0
KY_5_5.mp4 3,5,268,169,331,232,257,350,305,398,-72,-7,171.44474991620592,46.82898928498997,174.30228442795072,2.0,2.0,0.0,0.0
KY_5_5.mp4 4,5,308,174,343,209,269,167,336,234,-72,-7,171.44474991620592,46.82898928498997,174.30228442795072,-0.5,-0.5,2.0,2.0
KY_5_5.mp4 5,5,263,183,285,205,279,166,340,227,-72,-7,171.44474991620592,46.82898928498997,174.30228442795072,1.5,2.5,-0.5,0.5
KY_5_5.mp4 6,5,262,182,284,204,288,168,342,222,-72,-7,171.44474991620592,46.82898928498997,174.30228442795072,1.5,1.5,0.0,-1.0
KY_5_5.mp4 8,5,288,171,339,222,258,174,313,229,-72,-7,171.44474991620592,46.82898928498997,174.30228442795072,-1.0,0.0,1.5,0.5
KY_5_5.mp4 9,5,277,166,340,229,258,348,307,397,-72,-7,171.44474991620592,46.82898928498997,174.30228442795072,0,0,0,0
KY_5_6.mp4 0,6,274,168,335,229,259,176,310,227,-72,-7,171.44474991620592,46.82898928498997,174.30228442795072,1.5,0.5,0.0,0.0
KY_5_6.mp4 1,6,271,171,330,230,260,361,289,390,-72,-7,171.44474991620592,46.82898928498997,174.30228442795072,0.5,0.5,1.0,0.0
KY_5_6.mp4 2,6,264,168,328,232,278,285,351,358,-72,-7,171.44474991620592,46.82898928498997,174.30228442795072,1.5,0.5,0.0,0.0
KY_5_6.mp4 3,6,266,169,330,233,227,162,295,230,-72,-7,171.44474991620592,46.82898928498997,174.30228442795072,0.5,-0.5,-1.0,0.0
KY_5_6.mp4 4,6,308,177,339,208,264,169,327,232,-72,-7,171.44474991620592,46.82898928498997,174.30228442795072,-1.0,0.0,1.5,1.5
KY_5_6.mp4 5,6,304,174,340,210,257,344,314,401,-72,-7,171.44474991620592,46.82898928498997,174.30228442795072,-1.0,0.0,0.5,-1.5
KY_5_6.mp4 6,6,266,167,331,232,251,338,320,407,-72,-7,171.44474991620592,46.82898928498997,174.30228442795072,1.0,1.0,-1.0,0.0
KY_5_6.mp4 7,6,303,173,340,210,269,168,332,231,-72,-7,171.44474991620592,46.82898928498997,174.30228442795072,-0.5,-0.5,1.5,1.5
KY_5_6.mp4 8,6,252,336,323,407,279,280,353,354,-72,-7,171.44474991620592,46.82898928498997,174.30228442795072,0.0,-1.0,-0.5,0.5
KY_5_6.mp4 9,6,273,169,331,227,286,288,333,335,-72,-7,171.44474991620592,46.82898928498997,174.30228442795072,0,0,0,0
KY_5_7.mp4 0,7,387,184,415,212,257,343,319,405,35,36,-161.96678527525725,-12.417539606657286,-6.566635145897247,-0.5,-0.5,-1.5,-0.5
KY_5_7.mp4 1,7,255,336,324,405,347,179,406,238,35,36,-161.96678527525725,-12.417539606657286,-6.566635145897247,-1.0,0.0,-1.5,-0.5
KY_5_7.mp4 2,7,326,190,350,214,256,340,321,405,35,36,-161.96678527525725,-12.417539606657286,-6.566635145897247,-1.0,0.0,-1.0,0.0
